1360447501000,11.35
1360533901000,9.42
1360620301000,5.04
1360706702000,8.04
1360793102000,6.45
1360879505000,4.89
1360965905000,9.30
1361052306000,9.06
1361138707000,10.71
1361225108000,7.22
1361311511000,6.21
1361397912000,3.98
1361484316000,6.87
1361570717000,7.06
1361657121000,11.57
1361743523000,9.23
1361829924000,5.11
1361916573000,6.85
1362002983000,9.89
1362089388000,4.57
1362175794000,3.67
1362261606000,10.68
1362348011000,2.70
1362434412000,4.15
1362520820000,5.96
1362607227000,5.74
1362693632000,5.58
1362780037000,3.13
1362866449000,12.76
1362952853000,10.18
1363039255000,7.12
1363125657000,6.63
1363212058000,5.11
1363298462000,7.54
1363384873000,7.67
1363471277000,9.47
1363557679000,10.40
1363644081000,7.16
1363730490000,3.60
1363816897000,4.26
1363903303000,6.70
1363989714000,4.17
1364076118000,4.89
1364162525000,6.53
1364248927000,8.46
1364335331000,4.95
1364421736000,6.32
1364508138000,7.51
1364594549000,4.68
1364680956000,5.64
1364763762000,2.34
1364850164000,7.94
1364936565000,4.67
1365022969000,5.28
1365109372000,4.94
1365195773000,6.44
1365282174000,7.96
1365368576000,5.53
1365454976000,7.11
1365541378000,5.32
1365627780000,5.90
1365714183000,5.82
1365800585000,3.62
1365886986000,11.72
1365973387000,12.20
1366059789000,7.32
1366146190000,3.09
1366232592000,4.12
1366318994000,4.83
1366405395000,6.50
1366491795000,4.82
1366578196000,6.40
1366664597000,6.10
1366751002000,7.40
1366837402000,9.26
1366923803000,3.92
1367010203000,5.77
1367096603000,6.35
1367183005000,6.68
1367269406000,4.05
1367355807000,11.25
1367442207000,5.25
1367528609000,2.27
1367615011000,2.16
1367701413000,3.85
1367787815000,3.05
1367874217000,2.12
1367960617000,2.13
1368047019000,2.15
1368133419000,2.06
1368219819000,2.20
1368306220000,2.07
1368392621000,2.15
1368479021000,2.51
1368565422000,3.28
1368651823000,2.66
1368738225000,2.27
1368824627000,2.12
1368911028000,2.15
1368997428000,5.85
1369083831000,11.97
1369170231000,4.42
1369256635000,6.97
1369343035000,3.97
1369429435000,3.39
1369515835000,5.48
1369602237000,9.91
1369688637000,3.88
1369775038000,4.13
1369861440000,7.76
1369947842000,4.40
1370034246000,6.22
1370120647000,7.08
1370207047000,5.62
1370293450000,4.87
1370379855000,5.84
1370466256000,3.28
1370552656000,3.03
1370639056000,4.90
1370725460000,15.71
1370811861000,11.61
1370898261000,4.37
1370984662000,6.63
1371071065000,7.57
1371157466000,3.41
1371243868000,2.53
1371330269000,9.72
1371416669000,9.24
1371503071000,5.44
1371589471000,4.21
1371675873000,5.55
1371762275000,3.99
1371848677000,7.23
1371935082000,6.13
1372021484000,6.98
1372107889000,4.21
1372194289000,5.66
1372280690000,7.01
1372367092000,2.89
1372453496000,5.23
1372539897000,2.90
1372626300000,2.60
1372712700000,6.63
1372799101000,3.69
1372885501000,5.67
1372971901000,3.96
1373058302000,8.62
1373144704000,3.39
1373231106000,4.67
1373317507000,3.26
1373403909000,3.82
